0,"Two patients at Valley Regional Medical Center in Brownsville, Texas, are being looked at for possible coronavirus infections"
0,"The vaccine for cattle will help humans, and protect against this new form of coronavirus"
0,The CDC recommends men shave their beards to protect against coronavirus
1,The Chinese government has ordered for the swift cremation of patients who die after contracting the coronavirus
0,When using a medical mask you’re supposed to use�?white side out (this is the filter part) for when you’re not sick
0,You should wear the colored side of the mask on the outside when you are sick and the white side on the outside when you are healthy
0,The 2019 coronavirus causes sudden death syndrome
0,The coronavirus is a MILITARY BIO-WEAPON Developed by China's Army
0,"The world is now facing a massive wipe-out of humanity. The proof that this virus is a genetically-modified Bat-SARS-Like Virus, manipulated by the Chinese Army, appears below. The evidence is irrefutable"
0,"The virus somehow escaped from the Wuhan lab, which deals with some of the world’s most dangerous pathogens, such as Ebola and the Severe Acute Respiratory Syndrome coronavirus"
0,The coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills
0,You can call the phone number on the back of a baby formula product to receive a free case during COVID-19 pandemic
0,Video shows COVID-19 patient struggling to breathe at a hospital in India
1,The IOC said Thursday it is “not aware of any link�?between an Olympic boxing tournament it oversaw in London this month and positive coronavirus tests for people who were there
1,UFC President Dana White emphatically refuted reports that the company was laying off workers in the middle of the coronavirus pandemic on Wednesday
1,The Senate on Wednesday passed an unprecedented $2 trillion stimulus package to provide health care and economic aid amid the coronavirus outbreak and national shutdown of American daily life
1,US Navy ship headed to Los Angeles for coronavirus relief: Here's a look inside
1,Three American couples that arrived in India earlier this month to finalize long-awaited adoptions are now suddenly stuck in the country until at least April 15 because of the newly implemented national coronavirus lockdown
1,"The Pentagon said Thursday cases of the novel coronavirus have quadrupled in the U.S. military since last week, with more than 280 service members now infected around the world"
1,The Department of Health and Human Services on Thursday implemented President Trump’s executive order to prevent the hoarding of certain health and medical resources necessary to respond to the coronavirus outbreak
1,The final version of the Senate’s coronavirus stimulus package left out billions of dollars that had been planned for the Department of Energy to go toward replenishing the nation’s Strategic Petroleum Reserve
1,"Taylor Swift, Ariana Grande send donations to fans affected by coronavirus. Two of the world's biggest pop stars are giving back to their fans as the coronavirus pandemic has left many out of work and without paychecks"
1,The $2 trillion spending package to boost the economy in response to the coronavirus crisis includes a $350 million pot of money for “Migration and Refugee Assistance�?-- the latest item in the legislative behemoth that is angering critics
1,"With Amazon under fire for allegedly unsafe conditions in its distribution centers and warehouses in the U.S. and Europe, another worker at the Jeff Bezos-led company has tested positive for coronavirus"
1,WNBA draft will be virtual event this season due to pandemic
1,"US needs to be prepared for second wave of coronavirus outbreak, Dr. Fauci warns"
0,Zimbabwe reported its first positive COVID-19 test on March 16
1,Texas included abortion among unnecessary medical procedures it ordered stopped to conserve medical resources during the coronavirus pandemic
1,The NHL announced Wednesday it postponed three events slated for June because of the growing uncertainty around the impact the coronavirus will have on the league
0,"The United States ""refused"" COVID-19 diagnostic tests offered by the World Health Organization"
1,"The Environmental Protection Agency (EPA) suspended its enforcement of a variety of environmental laws on Thursday, saying that industries could have trouble complying with them due to the coronavirus pandemic.T"
1,The Department of Homeland Security announced Thursday it would be delaying the deadline for Americans to apply and receive a REAL ID-- a driver's license with a gold star in the top right corner-- due to the coronavirus pandemic
0,Video shows policemen arrested patients of COVID-19 in Punjab
1,"The coronavirus pandemic has forced Florida racing tracks to close, and 1,500 greyhounds are now looking for homes"
1,"The number of Americans filing for unemployment surged to 3.3 million, shattering a decades-old record in jobless claims amid the coronavirus pandemic; Fox News Chief White House correspondent John Roberts reports"
1,"Washington National Cathedral canon missioner the Rev. Canon Leonard L. Hamlin Sr. joined ""Bill Hemmer Reports"" Thursday to discuss the recent discovery of 5,000 respirator masks, which have been donated to local hospitals treating coronavirus patients"
0,This is the video of Conress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out
1,"The Golden Globes will accept movie submissions without a theatrical release for the first time ever due to the coronavirus pandemic, the Hollywood Foreign Press Association announced on Thursday"
1,Trump campaign offices to stay closed through April because of coronavirus
1,"The Phoenix Zoo has turned to the digital world after the coronavirus outbreak forced it to close to visitors. Fans across the country are tuning in to their daily livestreams, helping raise money and keep operations going"
1,United Airlines made another giant slash to domestic flights on Wednesday as the travel industry continues to take hits due to the coronavirus pandemic
1,"With Italy and Spain on the frontlines of fighting the coronavirus pandemic, medical workers have drawn attention to both countries' overburdened hospitals, where equipment and tests have been in short supply for weeks"
0,The World Health Organization has prescribed a lockdown strategy to tackle COVID-19 which India is following
1,"Walmart, Kroger, Albertsons and others are adding plexiglass barriers to keep customers and employees safe during the outbreak"
0,Two WhatsApp audio files claim that gangs of roughly 30 drug addicts are looting shops and terrorizing workers in central S?o Paulo during the COVID-19 lockdown
1,"When it was time to leave the hospital, the man had a touching message for those who helped care for him in the ICU: 'You are all rockstars'"
1,The Senate stimulus compromise package aimed at helping Americans cope with the economic woes caused by the coronavirus crisis includes millions for the arts
1,"The major religions -- Christianity, Judaism, and Islam -- are adapting to virtual rituals as the coronavirus pandemic causes many to shut their doors to faithful followers"
1,"United Kingdom immigration officials have detained and tested nearly 100 migrants attempting to enter the country Wednesday during the coronavirus outbreak, a report says"
1,"Utah Jazz small forward Joe Ingles said he would retire from the NBA without hesitation if it meant keeping his son, who suffers from autism, safe from the threat of the coronavirus"
1,The global outbreak of the coronavirus has forced Russia to postpone a nationwide vote on proposed constitutional amendments that would allow President Vladimir Putin to remain in power
1,Universal theme parks extend closures amid coronavirus outbreak
0,Video of a man who committed suicide in US due to COVID-19
1,Texas governor allowing restaurants to sell bulk retail items amid coronavirus pandemic
1,"The first virtual NASCAR race was a smash hit, Fox Sports commits to full season during coronavirus crisis"
1,Wonderland Montessori providing childcare for first responders amid COVID-19 pandemic
1,The Archdiocese of Los Angeles Tuesday announced that all churches will be closed to the public until at least April 19 due to the coronavirus outbreak..T
1,The Walking Dead' season finale postponed due to production delays caused by coronavirus outbreak
1,Turner Classic Movies to offer at-home film festival after coronavirus outbreak cancels event
1,"The couple Kristen Bell, Dax Shepard -- who own residential properties in Los Angeles, Calif. -- have decided to waive rent payments for the month of April"
1,"Three U.S. Navy sailors aboard the aircraft carrier Theodore Roosevelt in the Philippine Sea have tested positive for COVID-19, marking the first time the virus has spread to a U.S. warship at sea, four U.S. defense officials tell Fox News"
1,"Vice President Mike Pence said that “the FDA [Food and Drug Administration] is approving off-label use for the hydroxychloroquine right now."""
0,The Sanytol brand is sending an email to give away disinfecting wipes
1,"Teen climate activist Greta Thunberg said Tuesday that she’s been in self-isolation for two weeks after showing symptoms she believed were linked to the coronavirus, although admitted she was not tested for the disease"
1,"Washington state issues ‘stay-at-home�?order, bans weddings and funerals to slow coronavirus spread"
1,The mayor of Bergamo is flying his two daughters home from the United Kingdom to keep them safe amid the coronavirus pandemic
1,Titans coach Mike Vrabel talks to elderly fan quarantined over coronavirus concerns
1,"Tesla and SpaceX CEO Elon Musk made good on his promise to deliver ventilators to aid in the coronavirus pandemic, California Gov. Gavin Newsom said"
1,"The Tokyo Olympic torch relay will start Thursday as planned in northeastern Fukushima prefecture �?but with no torch, no torchbearers, no public, and little ceremony"
0,"Trupti Desai, a well known social activist from India, was arrested for illegally buying liquor during the Covid19 lockdown"
1,"White House coronavirus task force member Dr. Deborah Birx reveals she had low-grade fever, tested negative for coronavirus"
1,"The New York City Fire Department has only a few weeks worth of crucial protective gear left while dozens of firefighters have been infected with coronavirus, FDNY Commissioner Daniel Nigro told ""Bill Hemmer Reports"""
1,"The founders of Desert Door sotol distillery in Texas have turned to producing hand sanitizer that is being donated to first responders, retirement centers and health care workers during the COVID-19 crisis"
1,"Washington state hospital launches '100 million mask challenge' to fight supply shortage. Volunteers are sewing masks at home and a furniture factory produces 5,000 masks in two days; Dan Springer reports from Seattle"
1,"The American Red Cross is doubling down on calls for healthy Americans, especially millennials and Gen Zs, to donate blood amid the coronavirus outbreak"
1,"Vietnam veteran, 9/11 first responder walks streets with flag as coronavirus hits NYC"
0,Video of kids from Italy yelling at stars assuming them to be their dead mother
0,Video of Al-Aqsa mosque after Israel allows photography inside it
1,The president of Mexico's Liga MX soccer league announced Friday he has tested positive for coronavirus
1,The University of Tampa announced that five of its students have tested positive for coronavirus and are recovering after returning from a spring break trip
1,"The coronavirus pandemic sweeping the country forced a New York City couple to cancel their meticulously planned March 21 wedding at the famous Chelsea Piers, and opt for an at-home wedding instead"
1,"The largest hotel company in the world, Marriott International Inc., announced Sunday it will furlough thousands of corporate employees across the globe as the company is forced to scale back due to the coronavirus pandemic"
1,USNS Comfort embarks to NYC to help hospitals dealing with COVID-19 pandemic
1,Three Hanshin Tigers players testing positive for the coronavirus this week isn't making Japanese baseball organizers think twice about starting the professional league season next month
0,"While China built a hospital for 1 thousand people in 10 days and everyone cheered, the Brazilian Army built field hospitals for 2 thousand COVID-19 patients in only 48 hours, and nobody cared"
0,The United States are “recruiting” doctors to confront COVID-19
0,"The Disaster Management Act 2005 is going to be implemented in India, according to which no citizen is allowed to post any update or share any forward related to COVID-19"
1,"The Metropolitan Opera announced it would offer a nightly series of free web streams, starting Monday March 16"
1,"The Southern California two-weekend music festival was postponed amid virus concerns. The festival is organized by concert promoter Goldenvoice, which released a statement on March 10, saying it will be rescheduled for two weekends in October"
1,"The Austin-based tech, film and music festival which draws hundreds of thousands of visitors was officially cancelled on March 6 in response to the rapidly spreading coronavirus"
1,"The California based rock band Green Day announced a cancellation of a tour in Asia due to the virus, but said new dates would be announced shortly"
0,Video of empty hospitals is proof that the pandemic is not real
1,"The Waller County community of Cane Island is hosting a pop-up drive-in movie weekend, with three straight days of old-fashioned double-features"
1,"Walker County curfew goes into effect Monday until further notice. Walker County Judge Danny Pierce signed the order on Sunday to go into effect on Monday, March 23. The curfew will extend from 11:59 p.m. to 5:00 a.m. each night"
1,"The election was originally scheduled for May 26, but it has been postponed ""in conjunction with the state's ongoing efforts to mitigate the spread of COVID-19,"" says a release from the governor's office"
1,"Walmart to hire 150,000 workers, give $550 million in cash bonuses amid coronavirus outbreak. The hiring begins now through the end of May"
0,"The video says that Italian elderly over 65 are taken into custody ; Spanish elderly are asked not to leave home, and violators will be sent to a concentration camp"
1,"The Houston Livestock Show and Rodeo will host online auctions, giving registered buyers the opportunity to support the 2020 junior exhibitors"
1,"Texas State Capitol, the Capitol Visitors Center, the Texas State Cemetery, and the Capitol Visitors Parking Garage will be closed to the public due to COVID-19"
1,The Galveston-Houston Catholic Archdiocese has suspended mass effective March 18. Churches are being allowed to stay open for individual and private prayer
1,"UT President Gregory Fenves announced the move in a letter, saying UT is asking students not to return to campus after March 30 unless there is a specific need and if they have living arrangements elsewhere"
1,The City of Galveston has shut down amusement venues including bars and barred restaurants from providing dine-in services
1,"U.S. Army Corps of Engineers mobilizing to convert hotels, dorms into hospitals"
1,"The EU’s chief Brexit negotiator, Michel Barnier, tested positive. He is 69 years old and previously worked as France’s former foreign minister"
1,Tesco restricts online orders to 80 items each. It is the latest in a series of measures to safeguard people and supplies during the coronavirus pandemic
1,Work to convert the Day Patient Unit at Guernsey's Princess Elizabeth Hospital into an Intensive Care Unit (ICU) has been completed in two weeks
2,The White House on Thursday said the record surge in unemployment claims is “to be totally expected�?and “no surprise�?considering the nationwide response to curb the spread of the novel coronavirus
2,Wimbledon has the chance to be postponed or canceled entirely as All England Club officials called for an “emergency meeting�?to discuss options as sporting events shut down over the coronavirus outbreak
0,The Government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister
2,US could be worse than Italy if 15-day guidelines are disregarded
0,Viral message claiming that disinfection will be conducted with the usage of helicopters in Poland
0,There is an old undocumented man that  “does not remember anything” hospitalized in the “La Paz Hospital”
2,"Vitamin D supplementation reduces the risk of respiratory infection, regulates cytokine production and can limit the risk of other viruses such as influenza"
0,"The father of Pablo Iglesias, vice-president of Spain, is hospitalized at the Clinical Hospital of Salamanca, (the photo is from 2016)"
0,UN is giving humanitarian aid in coronavirus emergency
0,"WHO reported that Coronavirus lasts upto 8 hours on cabbages thus, cabbage consumption should be restricted"
0,Video of Police strictly implementing lockdown in Spain
2,Wuhan Coronavirus patients SPIT at doctors to spread disease
0,The executive order to restrict worship in South Korea for prevention of epidemics is religious oppression
0,Video of Muslims gathered on roads despite the curfew to curb the spread of Coronavirus
0,The flight which was chartered for Korean people by the Korean government only served Chinese people
2,Thousands of Costa cruise passengers allowed to disembark following coronavirus scare
0,There is no way to forbid religious gatehrings temporarily in South Korea to prevent the virus from spreading
0,The covid-19 test kits from a Korean company are deemed suspicious by U.S. Congress
2,Travellers beat China virus lockdown via bridge over the Yangtze
0,Vitamin C can cure covid-19
0,Video of a person infected with coronavirus comitting suicide in New York
2,US citizen evacuated from Wuhan quarantined after trying to flee baseU
2,"Two Hongkongers infected in mainland China as city gets 10th confirmed coronavirus case ""China coronavirus: Hong Kong professor Yuen Kwok-yung says effectiveness of drugs could be judged within weeks, with tests due to start in city"""
0,Video shows the suicide of an American man because he is affected by coronavirus
2,U.S. coronavirus evacuee from China placed under quarantine order after trying to flee base
2,"To mask or not to mask: confusion spreads over coronavirus protection ""As residents clamour for surgical masks in coronavirus-hit Hong Kong, 25,000 stolen from warehouse"""
2,Trump got the number of US coronavirus patients wrong in a tweet about how he's on top of the outbreak
2,The Coronavirus and China and Quarantines May Cause a Global Recession
0,Two men identified as “the owner of Carrefour” supermarkets in Brazil in videos where they criticized lockdown measures
0,"The COVID-19 epidemic is almost finished in the Netherlands. The government did not close a single shop. Tweeted initially by a former Bolsonaro minister, Osmar Terra, on March 31"
0,There no coronavirus in Africa because there is no money there and they cannot get into debt with the International Monetary Fund
0,World Health Organization condemned lockdown measures against COVID-19
0,Video shows Italy turns to Islam after giving up by the Italian authoritis
0,The video of unprecedented stone rain in Rome suggests the fate of pro-communist Italy
2,Woman in China arrested for ‘refusing to wear mask�?as coronavirus crisis deepens
2,Traditional Chinese remedy said to help fight Wuhan coronavirus sparks panic buying
0,The photo of a porn actor used to pass as a health professional
2,"Up to 75,000 could be infected with coronavirus in Wuhan, says Lancet study"
0,Video shows a supermarket in Louisiana had a breakdown: people were plundering goods with armed soldiers onsite
0,Video shows that the Italian government/ Brisbane police used zombie robots/ drones to chase their citizen and make them stay home
0,Vladimir Putin says that world leaders are trying to reduce the population
2,Worried Chinese tourists don face masks to visit Windsor Castle
2,ustralian family in Coronavirus epicentre Wuhan in China refuse to come back home
2,"Working from home a novel, occasionally frustrating, experience for Hongkongers used to rhythms of office life"
0,The Irish Prime Minister/Taoiseach Leo Varadkar has urged people not to use the Houseparty video messaging app due to security concerns
2,Vitamin C kills viruses
2,"The Wuhan coronavirus death toll in mainland China has overtaken SARS ""China’s rate cuts in response to coronavirus ‘too marginal�?to help economy, analyst says"""
2,Uber freezes many accounts after flagging a possible coronavirus case
2,"These are the 11 US 'enhanced health screening' airports ""US military ready to house 1,000 for virus quarantine"""
0,"The ex-Health Minister Nikola Todorov, otherwise a lawyer by profession, is a consultant of the current Minister of Health for expert advice and expertise in the field of epidemiology"
0,The maps shows the cases by provinces in Turkey
2,Trump praised China’s response to the coronavirus outbreak
0,Video shows Muslim prayers at a chuch in Switzerland due to the outbreak
2,Wuhan turns sports halls and exhibition centres into coronavirus hospitals overnight
2,Whistleblower arrested for ‘revealing how many bodies there are in Wuhan?
2,Woman scared off rapist by coughing and saying she was from Wuhan
2,"The coronavirus pandemic is tapping into our worst fears and early traumas, says psychotherapist Dr. Bethany Marshall"
2,Trump administration expects coronavirus test availability to increase
0,There is a connection between COVID-19 outbreak and 5G technology
0,The lockdown due to Coronavirus has led to the reemergence of a large flock of birds at the riverfront in Ahmedabad
0,"WhatsApp group admins were detained for sharing coronavirus messages in Dadar, Mumbai"
0,"Two audio clips stating that the Mumbai police commissioner is going to enforce strict actions during the 21 day lockdown in India and that there will be a spike in cases after March 27, 2020"
0,Video shows re-opened wet market in China
0,Video clip of a massive stadium converted into a graveyard claimed to be scenes from Italy related to ongoing COVID19 outbreak
0,You shouldn’t open your windows
0,The Indian Army has been called to control seven areas in Mumbai that are nor following the 21 day lockdown and are out of the Mumbai police’s control
0,The Indian Home Ministry considers posting anything about Coronavirus as a punishable offence
2,Two malaria medications work to treat COVID-19
0,WHO admitted coronavirus is airbone transmitted cause is on the air for 8 hours
0,"To defeat the coronavirus, China had built a thousand bed hospital in 10 days, while India has prepared a modern hospital of 6370 beds overnight, at a very low cost"
0,"The new coronavirus COVID-19 is a US biological weapon against China and Italy ; Milorad Dodik, the Serb member of the BiH presidency, is infected with COVID-19"
0,There is now a COVID19 cure from USA
0,Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as patient suffering from COVID-19
0,Tamil Nadu Govt ordered to re-open TASMAC bars
0,The WHO allegedly announced that face masks do not protect and are not effective for walking on the street
0,"The Brazilian Government is handling a 600 brazilian reais monthly COVID-19 emergency allowance to poor citizens. To access it, you need to fill out an oficial form (link to the form)"
2,US Defense Secretary Mark Esper has signed an order freezing the movements of all US troops overseas due to the coronavirus pandemic
0,"Tips from Professor Wong Kin-Chung to delay the progress of COVID-19 condition: rinsing mouth with cold salty water; drinking water and red wine; taking vitamin C; having chicken soup, shiitake mushroom, astragalus, codonopsis, and ginseng"
2,"very respirator mask that's available right now should be going to a healthcare worker on the front lines, caring for coronavirus-infected patients, and should not be sold in stores to consumers"
0,"Timings for sale of milk, newspapers, grocery and medical stores have been issued by the Mumbai Police commissioner"
0,The Chinese President Visits A Mosque To Ask Muslims’ Prayers To Fight coronavirus
0,This Man Travelled Alone On A Plane To China
